year,title,artist,number,genre
2020,아무노래 ,지코 (ZICO),32313543,랩/힙합
2020,METEOR ,창모 (CHANGMO),32224272,랩/힙합
2020,아로하 ,조정석,32491274,발라드
2020,아로하 ,조정석,32491274,국내드라마
2020,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 ,장범준,32003395,록/메탈
2020,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 ,장범준,32003395,국내드라마
2020,에잇(Prod.&Feat. SUGA of BTS) ,아이유,32578498,록/메탈
2020,Blueming ,아이유,32183386,록/메탈
2020,늦은 밤 너의 집 앞 골목길에서 ,노을,32156286,발라드
2020,시작 ,가호 (Gaho),32345931,록/메탈
2020,시작 ,가호 (Gaho),32345931,국내드라마
2020,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey) ,방탄소년단,31737197,댄스
2020,Psycho ,Red Velvet (레드벨벳),32273582,댄스
2020,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 ",AKMU (악뮤),32061975,발라드
2020,Dynamite ,방탄소년단,32872978,댄스
2020,마음을 드려요 ,아이유,32378104,발라드
2020,마음을 드려요 ,아이유,32378104,국내드라마
2020,처음처럼 ,엠씨더맥스 (M.C the MAX),32486613,발라드
2020,How You Like That ,BLACKPINK,32720013,댄스
2020,살짝 설렜어 (Nonstop) ,오마이걸 (OH MY GIRL),32559781,댄스
2020,ON ,방탄소년단,32399830,랩/힙합
2020,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온) ,마크툽 (MAKTUB),31853557,R&B/Soul
2020,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온) ,마크툽 (MAKTUB),31853557,인디음악
2020,Downtown Baby ,블루 (BLOO),30773554,랩/힙합
2020,Downtown Baby ,블루 (BLOO),30773554,인디음악
2020,마리아 (Maria) ,화사 (HWASA),32725013,댄스
2020,어떻게 지내 (Prod. By VAN.C) ,오반,32438894,랩/힙합
2020,어떻게 지내 (Prod. By VAN.C) ,오반,32438894,인디음악
2020,"모든 날, 모든 순간 (Every day, Every Moment) ",폴킴,30962526,발라드
2020,"모든 날, 모든 순간 (Every day, Every Moment) ",폴킴,30962526,국내드라마
2020,다시 여기 바닷가 ,"싹쓰리 (유두래곤, 린다G, 비룡)",32790516,댄스
2020,Dolphin ,오마이걸 (OH MY GIRL),32559782,댄스
2020,사랑하게 될 줄 알았어 ,전미도,32614125,발라드
2020,사랑하게 될 줄 알았어 ,전미도,32614125,국내드라마
2020,안녕 ,폴킴,31984204,발라드
2020,안녕 ,폴킴,31984204,국내드라마
2020,그때 그 아인 ,김필,32377231,발라드
2020,그때 그 아인 ,김필,32377231,국내드라마
2020,취기를 빌려 (취향저격 그녀 X 산들) ,산들,32794652,발라드
2020,Love poem ,아이유,32143487,록/메탈
2020,HIP ,마마무 (Mamamoo),32175937,댄스
2020,우리 왜 헤어져야 해 ,신예영,32187544,발라드
2020,좋은 사람 있으면 소개시켜줘 ,조이 (JOY),32473998,발라드
2020,좋은 사람 있으면 소개시켜줘 ,조이 (JOY),32473998,국내드라마
2020,너를 사랑하고 있어 ,백현 (BAEKHYUN),32298623,발라드
2020,너를 사랑하고 있어 ,백현 (BAEKHYUN),32298623,국내드라마
2020,봄날 ,방탄소년단,30244931,랩/힙합
2020,Black Swan ,방탄소년단,32323969,랩/힙합
2020,Summer Hate (Feat. 비) ,지코 (ZICO),32734372,랩/힙합
2020,나비와 고양이 (feat.백현 (BAEKHYUN)) ,볼빨간사춘기,32583036,인디음악
2020,나비와 고양이 (feat.백현 (BAEKHYUN)) ,볼빨간사춘기,32583036,포크/블루스
2020,"다시 난, 여기 ",백예린 (Yerin Baek),32311870,발라드
2020,"다시 난, 여기 ",백예린 (Yerin Baek),32311870,국내드라마
2020,눈누난나 (NUNU NANA) ,제시 (Jessi),32825454,랩/힙합
2020,돌덩이 ,하현우 (국카스텐),32361098,록/메탈
2020,돌덩이 ,하현우 (국카스텐),32361098,국내드라마
2020,오래된 노래 ,스탠딩 에그,3894276,인디음악
2020,오래된 노래 ,스탠딩 에그,3894276,포크/블루스
2020,사랑이란 멜로는 없어 ,전상근,32034629,발라드
2020,반만 ,진민호,32224409,발라드
2020,시든 꽃에 물을 주듯 ,HYNN (박혜원),31703498,발라드
2020,너를 만나 ,폴킴,31388145,발라드
2020,Square (2017) ,백예린 (Yerin Baek),32243273,R&B/Soul
2020,FIESTA ,IZ*ONE (아이즈원),32381408,댄스
2020,덤더럼 (Dumhdurum) ,Apink (에이핑크),32528369,댄스
2020,"아마두 (feat.우원재, 김효은, 넉살, Huckleberry P) ",염따,32228058,랩/힙합
2020,조금 취했어 (Prod. 2soo) ,임재현,32059630,발라드
2020,조금 취했어 (Prod. 2soo) ,임재현,32059630,인디음악
2021,Celebrity ,아이유,33239419,댄스
2021,롤린 (Rollin') ,브레이브걸스,30287019,댄스
2021,Dynamite ,방탄소년단,32872978,댄스
2021,Next Level ,aespa,33487342,댄스
2021,라일락 ,아이유,33372781,댄스
2021,밤하늘의 별을(2020) ,경서,33061995,발라드
2021,신호등 ,이무진,33480898,록/메탈
2021,Butter ,방탄소년단,33507137,댄스
2021,내 손을 잡아 ,아이유,3414749,발라드
2021,내 손을 잡아 ,아이유,3414749,국내드라마
2021,밝게 빛나는 별이 되어 비춰줄게 ,송이한,33167063,R&B/Soul
2021,바라만 본다 ,MSG워너비(M.O.M),33625988,발라드
2021,잠이 오질 않네요 ,장범준,33013877,발라드
2021,헤픈 우연 ,헤이즈 (Heize),33503722,R&B/Soul
2021,Lovesick Girls ,BLACKPINK,32961718,댄스
2021,취기를 빌려 (취향저격 그녀 X 산들) ,산들,32794652,발라드
2021,VVS (Feat. JUSTHIS) (Prod. GroovyRoom) ,미란이 (MIRANI),33077590,랩/힙합
2021,운전만해 (We Ride) ,브레이브걸스,32860397,댄스
2021,Dun Dun Dance ,오마이걸 (OH MY GIRL),33464805,댄스
2021,Blueming ,아이유,32183386,록/메탈
2021,에잇(Prod.&Feat. SUGA of BTS) ,아이유,32578498,록/메탈
2021,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지 ",AKMU (악뮤),32061975,발라드
2021,오래된 노래 ,스탠딩 에그,3894276,인디음악
2021,오래된 노래 ,스탠딩 에그,3894276,포크/블루스
2021,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 ,장범준,32003395,록/메탈
2021,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 ,장범준,32003395,국내드라마
