year,title,artist,number
2010,"Hey, Soul Sister ",Train,2270948
2010,Cooler Than Me ,Mike Posner,2656348
2010,Teenage Dream ,Katy Perry,2798849
2010,Only Girl (In The World) ,Rihanna,3023244
2010,Break Your Heart (Feat. Ludacris) ,Taio Cruz,2612076
2010,California Gurls (Feat. Snoop Dogg) ,Katy Perry,2915430
2010,I Like It (Feat. Pitbull) ,Enrique Iglesias,2896421
2010,Billionaire (Feat. Bruno Mars) ,Travie McCoy,2635862
2010,Bulletproof ,La Roux,2219574
2010,OMG ,Usher,2609274
2010,TiK ToK ,Kesha,2386148
2010,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,2286952
2010,Love The Way You Lie (Feat. Rihanna) ,Eminem,2728462
2010,Magic (Feat. Rivers Cuomo) ,B.o.B,2660357
2010,Your Love Is My Drug ,Kesha,2670150
2010,Rude Boy ,Rihanna,2367655
2010,Imma Be ,Black Eyed Peas,2192669
2010,Haven't Met You Yet ,Michael Buble,2338552
2010,Check It Out (Edited Ver.) ,Will.I.Am,3132451
2010,Club Can't Handle Me (Feat. David Guetta) ,Flo Rida,3050855
2010,Like A G6 (Feat. The Cataracs & DEV) ,Far East Movement,2951007
2010,Alejandro ,Lady Gaga,2363257
2010,My First Kiss (Feat. Ke$ha) ,3OH!3,2776709
2010,Impossible ,Shontelle,2645903
2010,If It's Love ,Train,2661770
2010,Naturally (Radio Edit) ,Selena Gomez & The Scene,2604972
2010,Ridin' Solo ,Jason Derulo,2616096
2010,Gettin' Over You (Feat. Fergie & Lmfao) ,David Guetta,2641148
2010,Live Like We're Dying ,Kris Allen,2336066
2010,Bottoms Up (Feat. Nicki Minaj) ,Trey Songz,2933754
2010,Take It Off ,Kesha,2804807
2010,September ,Daughtry,2225297
2010,Sexy Bitch (feat. Akon) ,David Guetta,3040898
2010,If I Had You (하이트진로d - 싸이 물풍선싸움편 광고 삽입곡) ,Adam Lambert,2724098
2010,The Only Exception ,Paramore,2641649
2010,Not Afraid ,Eminem,2683777
2010,The Man Who Can't Be Moved ,The Script,1909504
2010,Misery ,Maroon 5,7865664
2011,Party Rock Anthem (Feat. Lauren Bennett & GoonRock) (기아자동차 소울 광고 삽입곡) ,LMFAO,3449750
2011,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance) ,Maroon 5,3835681
2011,I Got My Eye On You (Cristian Marchi & Paolo Sandrini Perfect Edit) (Feat. Luciana) ,Nari & Milani,2992122
2011,N/A,Yolanda Be Cool,2944372
2011,Shut Up And Let Me Go ,The Ting Tings,1923229
2011,Shots (Feat. Lil Jon) ,LMFAO,2275567
2011,"Go Ape (Feat. Lil Jon, Colette Carr) ",Far East Movement,3156670
2011,Sunday Morning ,Maroon 5,1331699
2011,I'm Yours ,Jason Mraz,1860268
2011,Like A G6 (Feat. The Cataracs & DEV) ,Far East Movement,2951007
2011,The Time (Dirty Bit) ,Black Eyed Peas,3040689
2011,What The Hell ,Avril Lavigne,3357752
2011,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.) ,Bueno Clinic,3559879
2011,Sorry For Party Rocking ,LMFAO,3449749
2011,Best Thing I Never Had ,Beyonce,3445271
2011,Born This Way ,Lady Gaga,3410662
2011,S&M Remix (Single Version) (Feat. Britney Spears) ,Rihanna,3364650
2011,Sex On The Beach (Radio Edit) ,Spankers,3331548
2011,Rolling in the Deep (Explicit Ver.) ,Adele,3143265
2011,TiK ToK ,Kesha,2386148
2011,Because Of You (Original Mix) ,Kelly Clarkson,2183857
2011,Baby (Feat. Ludacris) ,Justin Bieber,2590048
2011,Price Tag (Feat. B.o.B) ,Jessie J,3607986
2011,Sexy Bitch (feat. Akon) ,David Guetta,3040898
2011,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,3034854
2011,The World As I See It ,Jason Mraz,3555275
2011,Slow Motion (Album Version) ,Karina,1922885
2011,Love Letter ,R. Kelly,3069949
2011,Hold It Against Me ,Britney Spears,3339177
2011,Love The Way You Lie (Part II) (Pt. 2) (Feat. Eminem) ,Rihanna,3023250
2011,Just The Way You Are ,Bruno Mars,3146162
2011,I Wanna Go ,Britney Spears,3339179
2011,Love Love Love (Feat. Jason Mraz) ,Hope,3417056
2011,Take A Bow ,Rihanna,1889494
2011,Hotel Room Service ,Pitbull,2299313
2011,Love The Way You Lie (Feat. Rihanna) ,Eminem,2728462
2011,We No Speak Americano (Original Mix) ,Yolanda Be Cool,2944373
2011,I Forgive You ,Kelly Clarkson,3584525
2011,Sing Sing Sing (Yolanda Be Cool & Dcup Edit) ,Jazzbit,2988460
2011,"Bon, Bon ",Pitbull,36101146
2011,Say You Love Me ,M.Y.M.P,2213156
2011,Fine ,Tiago Iorc,22808575
2011,Poker Face ,Lady Gaga,2056690
2011,Turn It Up (Feat. Usher) ,Ciara,3067170
2011,This Love ,Maroon 5,1687986
2011,Time is Running Out ,Muse,487627
2011,Lighters (Feat. Bruno Mars) ,Bad Meets Evil,3439724
2011,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358
2011,Judas ,Lady Gaga,3410687
2011,Without You (Feat. Usher) ,David Guetta,3983717
2012,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance) ,Maroon 5,3835681
2012,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835667
2012,Rolling in the Deep (Explicit Ver.) ,Adele,3143265
2012,Party Rock Anthem (Feat. Lauren Bennett & GoonRock) (기아자동차 소울 광고 삽입곡) ,LMFAO,3449750
2012,N/A,LMFAO,3671433
2012,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.) ,Bueno Clinic,3559879
2012,One More Night ,Maroon 5,3835666
2012,Call Me Maybe ,Carly Rae Jepsen,3803062
2012,Be Be Your Love ,Rachael Yamagata,926046
2012,"Mama Do (Uh Oh, Uh Oh) ",Pixie Lott,2220302
2012,I Won't Give Up ,Jason Mraz,3664293
2012,Just The Way You Are ,Bruno Mars,3146162
2012,La La La (Hot Girls) (English Ver.) (개그콘서트-사마귀유치원 배경음악) ,Da' Zoo,3547506
2012,Sunday Morning ,Maroon 5,1331699
2012,Someone Like You ,Adele,3143275
2012,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358
2012,I Got My Eye On You (Cristian Marchi & Paolo Sandrini Perfect Edit) (Feat. Luciana) ,Nari & Milani,2992122
2012,Camper (Feat. Jason Rene) (Radio Mix) ,Albert Kick,3425290
2012,Halo ,Beyonce,2017159
2012,Shut Up And Let Me Go ,The Ting Tings,1923229
2012,I'm Yours ,Jason Mraz,4846905
2012,Take A Bow ,Rihanna,1889494
2012,Sorry For Party Rocking ,LMFAO,3449749
2012,TiK ToK ,Kesha,2386148
2012,This Love ,Maroon 5,1687986
2012,Slow Motion (Album Version) ,Karina,1922885
2012,Marry You ,Bruno Mars,3146166
2012,Sexy Shake (Album Edit) ,Rene Rodrigezz,3458809
2012,Sexy And I Know It ,LMFAO,3449751
2012,Looking 4 Myself (Feat. Luke Steele) ,Usher,3855374
2012,Because Of You (Original Mix) ,Kelly Clarkson,2183857
2012,Lucky (Feat. Colbie Caillat) ,Jason Mraz,1868209
2012,One More Night ,Maroon 5,3835593
2012,All I Want for Christmas Is You ,Mariah Carey,14776
2012,Baby (Feat. Ludacris) ,Justin Bieber,2590048
2012,Paso (The Nini Anthem) (MBC 무한도전 '박명수의 어떤가요' 하하 추천곡) ,Sak Noel,3760774
2012,I'm Yours ,Jason Mraz,1860268
2012,Shake That Boo Boo (Radio Edit) ,Modana,3824219
2012,Shots (Feat. Lil Jon) ,LMFAO,2275567
2012,Grenade ,Bruno Mars,3146161
2012,Die Young ,Kesha,3915590
2012,Scream ,Usher,3855366
2012,I'm In The House (Feat. [[[zuper blahq]]]) ,Steve Aoki,106830384
2012,Wait For You ,Chris Brown,3844156
2012,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,3034854
2012,Away (Slayback Juicy Remix) ,Bueno Clinic,3705650
2012,Mercy (소녀시대 'Dancing Queen' 리메이크곡) ,Duffy,1882950
2012,Tears Always Win ,Alicia Keys,3971177
2012,Skyfall (Full Length) ,Adele,3920432
2012,We Are Never Ever Getting Back Together ,Taylor Swift,106730199
2013,Call Me Maybe ,Carly Rae Jepsen,3803062
2013,The Bad Touch (Gordon & Doyle Edit) ,DJ Gollum,4070694
2013,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189
2013,Someone Like You ,Adele,3143275
2013,The Fox (What Does the Fox Say?) ,Ylvis,4236972
2013,Get Up (Rattle) (Feat. Far East Movement) ,Bingo Players,4035978
2013,Groovin' ,Jeff Bernat,3808190
2013,Lucky Strike ,Maroon 5,3835596
2013,Marry You ,Bruno Mars,3146166
2013,Ode To Oi ,TJR,4042219
2013,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594
2013,Play Hard (Feat. Ne-Yo & Akon) (New Edit) ,David Guetta,4073498
2013,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605
2013,Shake That Boo Boo (Radio Edit) ,Modana,3824219
2013,Sunday Morning ,Maroon 5,1331699
2013,Baby (Feat. Ludacris) ,Justin Bieber,2590048
2013,Just The Way You Are ,Bruno Mars,3146162
2013,Ain't A Party (Feat. Harrison) (Radio Edit) ,David Guetta,4165272
2013,Young Girls ,Bruno Mars,3986045
2013,Away (Slayback Juicy Remix) ,Bueno Clinic,3705650
2013,Slow Motion (Album Version) ,Karina,1922885
2013,Halo ,Beyonce,2017159
2013,All I Want for Christmas Is You ,Mariah Carey,14776
2013,When I Was Your Man ,Bruno Mars,3986050
2013,Paso (The Nini Anthem) (MBC 무한도전 '박명수의 어떤가요' 하하 추천곡) ,Sak Noel,3760774
2013,If You Wonder ,Jeff Bernat,3808188
2013,Nothing Like Us ,Justin Bieber,4021975
2013,Sex Apeal (Max Farenthide Radio Edit) (Feat. Mike W.) ,Bueno Clinic,3559879
2013,Bangarang (Feat. Sirah) ,Skrillex,3657794
2013,Take A Bow ,Rihanna,1889494
2013,Dyskoteka Gra (DJ QiDD 4Fun Mix) ,Akurat,3824948
2013,N/A,DJ Chuckie,4058447
2013,One Two Fuck You (Original Mix) ,Kastenholt & Dee,4001771
2013,Black (From The Waist Down) (Feat. Jason Rene) (Radio Edit) ,Albert Kick,4065762
2013,La La La (Hot Girls) (English Ver.) (개그콘서트-사마귀유치원 배경음악) ,Da' Zoo,3547506
2013,Harlem Shake ,Baauer,4038214
2013,Rolling in the Deep (Explicit Ver.) ,Adele,3143265
2013,N/A,DJ Chuckie,3861904
2013,Suit & Tie (Feat. Jay-Z) ,Justin Timberlake,4013287
2013,Cool Girls ,Jeff Bernat,3808182
2013,Lucky (Feat. Colbie Caillat) ,Jason Mraz,1868209
2013,One More Night ,Maroon 5,3835593
2013,Because Of You (Original Mix) ,Kelly Clarkson,2183857
2013,Tears Always Win ,Alicia Keys,3971177
2013,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358
2013,Party Rock Anthem (Feat. Lauren Bennett & GoonRock) (기아자동차 소울 광고 삽입곡) ,LMFAO,3449750
2013,Let's F＊＊k (Feat. Max'C) (Perfect Edit) ,Cristian Marchi,4163510
2013,This Love ,Maroon 5,1687986
2013,Love The Way You Lie (Feat. Rihanna) ,Eminem,3119776
2013,I Love It (feat. Charli XCX) ,Icona Pop,3934594
2014,Maps ,Maroon 5,5704745
2014,Lost Stars ,Adam Levine,4743560
2014,Let It Go ,Idina Menzel,4342899
2014,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189
2014,"Let It Go (From ""Frozen""/Soundtrack Version) ",Idina Menzel,4389943
2014,No One Else Like You ,Adam Levine,4743562
2014,Bad (Feat. Vassy) (Radio Edit) ,David Guetta,4585736
2014,"Do You Want to Build a Snowman? (From ""Frozen""/Soundtrack Version) ",Kristen Bell,4389940
2014,Tell Me If You Wanna Go Home ,Keira Knightley,4743561
2014,"Love Is an Open Door (From ""Frozen""/Soundtrack Version) ",Kristen Bell,4389942
2014,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114
2014,A Step You Can’t Take Back ,Keira Knightley,4743571
2014,Lost Stars ,Keira Knightley,4743564
2014,A Higher Place ,Adam Levine,4743565
2014,Marry You ,Bruno Mars,3146166
2014,"For the First Time in Forever (From ""Frozen""/Soundtrack Version) ",Kristen Bell,4389941
2014,Coming Up Roses ,Keira Knightley,4743569
2014,Someone Like You ,Adele,3143275
2014,Love Never Felt So Good ,Michael Jackson,4640746
2014,The Bad Touch (Gordon & Doyle Edit) ,DJ Gollum,4070694
2014,Animals ,Maroon 5,4857978
2014,Like A Fool ,Keira Knightley,4743566
2014,#Selfie ,The Chainsmokers,4511990
2014,Ain't A Party (Feat. Harrison) (Radio Edit) ,David Guetta,4165272
2014,Sunday Morning ,Maroon 5,1331699
2014,Lucky Strike ,Maroon 5,3835596
2014,Groovin' ,Jeff Bernat,3808190
2014,If You Wonder ,Jeff Bernat,3808188
2014,Happy (Gru's Theme From Despicable Me 2) ,Pharrell Williams,4374667
2014,Call Me Maybe ,Carly Rae Jepsen,3803062
2014,The Monster (Feat. Rihanna) ,Eminem,4305908
2014,Just The Way You Are ,Bruno Mars,3146162
2014,When I Was Your Man ,Bruno Mars,3986050
2014,Get Lucky (feat. Pharrell Williams and Nile Rodgers) ,Daft Punk,4118346
2014,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594
2014,Lost Stars (Into The Night Mix) ,Adam Levine,4743572
2014,Mi Mi Mi (Radio Edit) ,Serebro,4379566
2014,Treasure ,Bruno Mars,3986048
2014,House Baby (Club Edit) ,Verano,4201218
2014,Slow Motion (Album Version) ,Karina,1922885
2014,Bangarang (Feat. Sirah) ,Skrillex,3657794
2014,The Fox (What Does the Fox Say?) ,Ylvis,4236972
2014,Let's Get F*cked Up ,Lil Jon,4531831
2014,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605
2014,Ode To Oi ,TJR,4042219
2014,All I Want for Christmas Is You ,Mariah Carey,14776
2014,Tell Me If You Wanna Go Home (Rooftop Mix) (Feat. Hailee Steinfeld) ,Keira Knightley,4743574
2014,Take A Bow ,Rihanna,1889494
2014,Play Hard (Feat. Ne-Yo & Akon) (New Edit) ,David Guetta,4073498
2014,Love The Way You Lie (Part II) (Pt. 2) (Feat. Eminem) ,Rihanna,3023250
2015,Sugar ,Maroon 5,4857981
2015,I'm Not The Only One ,Sam Smith,4660794
2015,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268
2015,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114
2015,Lost Stars ,Adam Levine,4743560
2015,Maps ,Maroon 5,5704745
2015,Hello ,Adele,7899235
2015,Treasure ,Bruno Mars,3986048
2015,See You Again ,Charlie Puth,5629279
2015,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189
2015,Someone Like You ,Adele,3143275
2015,New Thang ,Redfoo,5781707
2015,Best Mistake (Feat. Big Sean) ,Ariana Grande,4836118
2015,Thinking Out Loud ,Ed Sheeran,4699126
2015,When I Was Your Man ,Bruno Mars,3986050
2015,GDFR (feat. Sage the Gemini & Lookas) ,Flo Rida,5401711
2015,No One Else Like You ,Adam Levine,4743562
2015,Bang Bang ,Jessie J,4774191
2015,Bad (Feat. Vassy) (Radio Edit) ,David Guetta,4585736
2015,Marry You ,Bruno Mars,3146166
2015,Animals ,Maroon 5,4857978
2015,Sunday Morning ,Maroon 5,1331699
2015,Happy (Gru's Theme From Despicable Me 2) ,Pharrell Williams,4374667
2015,Feelings ,Maroon 5,4857986
2015,Lucky Strike ,Maroon 5,3835596
2015,Stay With Me ,Sam Smith,4660792
2015,Halo ,Beyonce,2017159
2015,Groovin' ,Jeff Bernat,3808190
2015,I'm Yours ,Jason Mraz,1860268
2015,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594
2015,Call Me Maybe ,Carly Rae Jepsen,3803062
2015,Wiggle (Feat. Snoop Dogg) ,Jason Derulo,4626885
2015,Flashlight (Radio Edit) ,R3hab,5508095
2015,Slow Motion (Album Version) ,Karina,1922885
2015,All I Want for Christmas Is You ,Mariah Carey,14776
2015,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605
2015,Tell Me If You Wanna Go Home ,Keira Knightley,4743561
2015,Talk Dirty (Feat. 2 Chainz) ,Jason Derulo,4213689
2015,All Of Me ,John Legend,4201639
2015,Take Me To Church ,Hozier,7915536
2015,#Selfie ,The Chainsmokers,4511990
2015,Bangarang (Feat. Sirah) ,Skrillex,3657794
2015,Gravity ,Sara Bareilles,1795164
2015,Take A Bow ,Rihanna,1889494
2015,"Love Me Like You Do (From ""Fifty Shades Of Grey"") ",Ellie Goulding,7920914
2015,Rolling in the Deep (Explicit Ver.) ,Adele,3143265
2015,If You Wonder ,Jeff Bernat,3808188
2015,Counting Stars ,OneRepublic,4066039
2015,A Higher Place ,Adam Levine,4743565
2015,A Step You Can’t Take Back ,Keira Knightley,4743571
2016,I'm Not The Only One ,Sam Smith,4660794
2016,Love Yourself ,Justin Bieber,7931286
2016,Hello ,Adele,7899235
2016,Bang Bang ,Jessie J,4774191
2016,Sugar ,Maroon 5,4857981
2016,I'm Not Sorry (Feat. Eric Bellinger) ,DEAN,5800348
2016,One Call Away ,Charlie Puth,5832034
2016,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268
2016,Samsara (Feat. Emila) ,Tungevaag & Raaban,5599850
2016,Lost Stars ,Adam Levine,4743560
2016,Thinking Out Loud ,Ed Sheeran,4699126
2016,YOUTH ,Troye Sivan,7928705
2016,Best Mistake (Feat. Big Sean) ,Ariana Grande,4836118
2016,See You Again ,Charlie Puth,5629279
2016,Someone Like You ,Adele,3143275
2016,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189
2016,New Thang ,Redfoo,5781707
2016,Maps ,Maroon 5,5704745
2016,Treasure ,Bruno Mars,3986048
2016,"i hate u, i love u (Feat. olivia o'brien) (Album Ver.) ",gnash,8117935
2016,When I Was Your Man ,Bruno Mars,3986050
2016,Don't Wanna Know (Feat. Kendrick Lamar) ,Maroon 5,31129770
2016,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114
2016,Sunday Morning ,Maroon 5,1331699
2016,Groovin' ,Jeff Bernat,3808190
2016,Bomba (Klass Club Mix) (영화 '검사외전 강동원 댄스' 삽입곡) ,Jessy Matador,3524358
2016,This Is What You Came For ,Calvin Harris,8172221
2016,GDFR (feat. Sage the Gemini & Lookas) ,Flo Rida,5401711
2016,Bad (Feat. Vassy) (Radio Edit) ,David Guetta,4585736
2016,Worth It (feat. Kid Ink) ,Fifth Harmony,5557084
2016,Halo ,Beyonce,2017159
2016,7 Years ,Lukas Graham,8124376
2016,Closer (Feat. Halsey) ,The Chainsmokers,8287788
2016,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846
2016,Happy (Gru's Theme From Despicable Me 2) ,Pharrell Williams,4374667
2016,What Do You Mean? ,Justin Bieber,5835480
2016,Stay With Me ,Sam Smith,4660792
2016,I'm Yours ,Jason Mraz,1860268
2016,Rolling in the Deep (Explicit Ver.) ,Adele,3143265
2016,Empire State Of Mind (Feat. Alicia Keys) ,JAY-Z,2286952
2016,Marry You ,Bruno Mars,3146166
2016,Payphone (Feat. Wiz Khalifa) ,Maroon 5,3835594
2016,Lucky Strike ,Maroon 5,3835596
2016,Sorry ,Justin Bieber,7931262
2016,Just The Way You Are ,Bruno Mars,3146162
2016,Photograph ,Ed Sheeran,4699121
2016,Moves Like Jagger (Studio Recording From The Voice Performance) (Feat. Christina Aguilera) ,Maroon 5,3835605
2016,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"") ",Justin Timberlake,8175872
2016,Counting Stars ,OneRepublic,4066039
2016,Hotline Bling ,Drake,8180558
2017,Shape of You ,Ed Sheeran,30188113
2017,Love Yourself ,Justin Bieber,7931286
2017,Closer (Feat. Halsey) ,The Chainsmokers,8287788
2017,Something Just Like This ,The Chainsmokers,30271730
2017,I'm Not The Only One ,Sam Smith,4660794
2017,See You Again ,Charlie Puth,5629279
2017,"City Of Stars (From ""La La Land"" Soundtrack) ",Ryan Gosling,30102883
2017,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846
2017,Sugar ,Maroon 5,4857981
2017,Don't Wanna Know (Feat. Kendrick Lamar) ,Maroon 5,31129770
2017,One Call Away ,Charlie Puth,5832034
2017,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268
2017,YOUTH ,Troye Sivan,7928705
2017,That's What I Like ,Bruno Mars,30103593
2017,Hello ,Adele,7899235
2017,Samsara (Feat. Emila) ,Tungevaag & Raaban,5599850
2017,Faded ,Alan Walker,8016327
2017,I'm Not Sorry (Feat. Eric Bellinger) ,DEAN,5800348
2017,Chandelier ,Sia,4534974
2017,24K Magic ,Bruno Mars,30027702
2017,The Ocean (Feat. Shy Martin) (Radio Edit.) ,Mike Perry,8268343
2017,Lost Stars ,Adam Levine,4743560
2017,Thinking Out Loud ,Ed Sheeran,4699126
2017,Stay ,Zedd,30272722
2017,Someone Like You ,Adele,3143275
2017,Santa Tell Me ,Ariana Grande,5475060
2017,Best Mistake (Feat. Big Sean) ,Ariana Grande,4836118
2017,Side To Side (Feat. Nicki Minaj) ,Ariana Grande,32934672
2017,There's Nothing Holdin' Me Back ,Shawn Mendes,30380953
2017,Maps ,Maroon 5,5704745
2017,Shape of You ,J.Fla,31062391
2017,7 Years ,Lukas Graham,8124376
2017,"I'm the One (Feat. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne) ",DJ Khaled,30395919
2017,Bang Bang ,Jessie J,4774191
2017,"i hate u, i love u (Feat. olivia o'brien) (Album Ver.) ",gnash,8117935
2017,Despacito (Remix) (Feat. Justin Bieber) ,Luis Fonsi,31594510
2017,Attention ,Charlie Puth,30380968
2017,This Is What You Came For ,Calvin Harris,8172221
2017,Call You Mine (Feat. Geologic Of The Blue Scholars) ,Jeff Bernat,3808189
2017,Problem (Feat. Iggy Azalea) ,Ariana Grande,4836114
2017,Treasure ,Bruno Mars,3986048
2017,Everglow ,Coldplay,7962694
2017,How to Love (feat. Sofia Reyes) ,Cash Cash,8161774
2017,Paris ,The Chainsmokers,30203259
2017,Warm On A Cold Night ,HONNE,8279427
2017,Let Me Love You (Feat. Justin Bieber) ,DJ Snake,8301256
2017,When We Were Young ,Adele,7942813
2017,Sorry ,Justin Bieber,7931262
2017,What Lovers Do (Feat. SZA) ,Maroon 5,31129753
2017,Left Right Left ,Charlie Puth,8037849
2018,Havana (Feat. Young Thug) ,Camila Cabello,30567963
2018,HandClap ,Fitz & The Tantrums,8111603
2018,Shape of You ,Ed Sheeran,30188113
2018,Thunder ,Imagine Dragons,30393293
2018,There's Nothing Holdin' Me Back ,Shawn Mendes,30380953
2018,Chandelier ,Sia,4534974
2018,YOUTH ,Troye Sivan,7928705
2018,Closer (Feat. Halsey) ,The Chainsmokers,8287788
2018,Love Yourself ,Justin Bieber,7931286
2018,Attention ,Charlie Puth,30380968
2018,What Lovers Do (Feat. SZA) ,Maroon 5,31129753
2018,One Call Away ,Charlie Puth,5832034
2018,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846
2018,Santa Tell Me ,Ariana Grande,5475060
2018,Despacito (Remix) (Feat. Justin Bieber) ,Luis Fonsi,31594510
2018,I'm Not The Only One ,Sam Smith,4660794
2018,Something Just Like This ,The Chainsmokers,30271730
2018,Believer ,Imagine Dragons,30227238
2018,Faded ,Alan Walker,8016327
2018,Sugar ,Maroon 5,4857981
2018,See You Again ,Charlie Puth,5629279
2018,Lost Stars ,Adam Levine,4743560
2018,Stay ,Zedd,30272722
2018,The Ocean (Feat. Shy Martin) (Radio Edit.) ,Mike Perry,8268343
2018,Someone Like You ,Adele,3143275
2018,That's What I Like ,Bruno Mars,30103593
2018,Bohemian Rhapsody (2011 Remaster) ,Queen,3087601
2018,"All Falls Down (Feat. Noah Cyrus, Digital Farm Animals) ",Alan Walker,30694768
2018,Stand By Your Man ,Carla Bruni,30662444
2018,FRIENDS ,Marshmello,30882613
2018,"I'm the One (Feat. Justin Bieber, Quavo, Chance the Rapper, Lil Wayne) ",DJ Khaled,30395919
2018,Snowman ,Sia,30717645
2018,Uptown Funk (Feat. Bruno Mars) ,Mark Ronson,5459268
2018,New Rules ,Dua Lipa,30448825
2018,Side To Side (Feat. Nicki Minaj) ,Ariana Grande,32934672
2018,Too Good At Goodbyes ,Sam Smith,30623493
2018,How Long ,Charlie Puth,30660850
2018,"City Of Stars (From ""La La Land"" Soundtrack) ",Ryan Gosling,30102883
2018,Shape of You ,J.Fla,31062391
2018,Thinking Out Loud ,Ed Sheeran,4699126
2018,Despacito ,J.Fla,31062376
2018,Hello ,Adele,7899235
2018,Done for Me (feat. Kehlani) ,Charlie Puth,30951354
2018,Despacito (Feat. Daddy Yankee) ,Luis Fonsi,30205712
2018,"Feels (Feat. Pharrell Williams, Katy Perry, Big Sean) ",Calvin Harris,30477713
2018,Samsara (Feat. Emila) ,Tungevaag & Raaban,5599850
2018,Alone ,Alan Walker,30128349
2018,I'm Not Sorry (Feat. Eric Bellinger) ,DEAN,5800348
2018,Everglow ,Coldplay,7962694
2018,24K Magic ,Bruno Mars,30027702
2019,2002 ,Anne-Marie,31029291
2019,bad guy ,Billie Eilish,31701428
2019,"Speechless (Full) (From ""Aladdin""/Soundtrack Version) ",Naomi Scott,31815967
2019,Paris in the Rain ,Lauv,31341518
2019,"thank u, next ",Ariana Grande,31402611
2019,Señorita ,Shawn Mendes,31877297
2019,7 rings ,Ariana Grande,31567235
2019,Believer ,Imagine Dragons,30227238
2019,comethru ,Jeremy Zucker,31621518
2019,"A Whole New World (From ""Aladdin""/Soundtrack Version) ",Mena Massoud,31815962
2019,Shape of You ,Ed Sheeran,30188113
2019,YOUTH ,Troye Sivan,7928705
2019,I Don't Care ,Ed Sheeran,31788110
2019,Snowman ,Sia,30717645
2019,"Into the Unknown (From ""Frozen 2""/Soundtrack Version) ",Idina Menzel,32180585
2019,HandClap ,Fitz & The Tantrums,8111603
2019,FRIENDS ,Marshmello,30882613
2019,Thunder ,Imagine Dragons,30393293
2019,Chandelier ,Sia,4534974
2019,Attention ,Charlie Puth,30380968
2019,Havana (Feat. Young Thug) ,Camila Cabello,30567963
2019,idontwannabeyouanymore ,Billie Eilish,30592185
2019,One Call Away ,Charlie Puth,5832034
2019,Talk ,Khalid,31598143
2019,Santa Tell Me ,Ariana Grande,5475060
2019,Closer (Feat. Halsey) ,The Chainsmokers,8287788
2019,Love Yourself ,Justin Bieber,7931286
2019,Sunflower (Spider-Man: Into the Spider-Verse) ,Post Malone,31496476
2019,Bohemian Rhapsody (2011 Remaster) ,Queen,3087601
2019,All I Want for Christmas Is You ,Mariah Carey,14776
2019,We Don't Talk Anymore (feat. Selena Gomez) ,Charlie Puth,8037846
2019,i'm so tired... ,Lauv,31580122
2019,"All Falls Down (Feat. Noah Cyrus, Digital Farm Animals) ",Alan Walker,30694768
2019,Faded ,Alan Walker,8016327
2019,On My Way (배틀그라운드 모바일 배경음악) ,Alan Walker,31680819
2019,Girls Like You (Cardi B Version) (Feat. Cardi B) ,Maroon 5,31106706
2019,Sugar ,Maroon 5,4857981
2019,I'm Not The Only One ,Sam Smith,4660794
2019,There's Nothing Holdin' Me Back ,Shawn Mendes,30380953
2019,Someone Like You ,Adele,3143275
2019,Lost Stars ,Adam Levine,4743560
