year,title,artist,number,genre
1991,"Time, Love and Tenderness ",Michael Bolton,609952,POP
1991,Romantic ,Karyn White,1580783,R&B/Soul
1991,The Shoop Shoop Song (It's In His Kiss) ,Cher,847346,POP
1991,Gypsy Woman (She's Homeless) ,Crystal Waters,774057,일렉트로니카
1991,Power Of Love / Love Power ,Luther Vandross,668950,R&B/Soul
1991,Here I Am (Come And Take Me) ,UB40,261338,POP
1991,RSVP ,Jason Donovan,273068,POP
1991,Play That Funky Music ,Vanilla Ice,608506,랩/힙합
1991,Rescue Me ,Madonna,705175,POP
1992,I Will Always Love You ,Whitney Houston,330855,국외영화
1992,Save The Best For Last ,Vanessa Williams,387103,"R&B/Soul, 국외영화"
1992,Tears in Heaven ,Eric Clapton,412033,"록/메탈, 국외영화"
1992,Beauty And The Beast (Duet With Peabo Bryson) ,Celine Dion,1945130,POP
1992,Don't Let The Sun Go Down On Me ,George Michael,515700,POP
1992,End Of The Road ,Boyz II Men,1658609,R&B/Soul
1992,"I'll Be There (Live at MTV Unplugged, Kaufman Astoria Studios, New York - March 1992) (Feat. Trey Lorenz) ",Mariah Carey,618895,R&B/Soul
1992,Smells Like Teen Spirit ,Nirvana,520096,록/메탈
1992,Achy Breaky Heart ,Billy Ray Cyrus,825661,POP
1992,All 4 Love ,Color Me Badd,802268,POP
1992,Bohemian Rhapsody (2011 Remaster) ,Queen,3087601,록/메탈
1992,Erotica (Album Version) ,Madonna,1000893,POP
1992,Jump (Super Cat Dessork Mix) ,Kris Kross,253318,랩/힙합
1992,Human Touch ,Bruce Springsteen,612706,록/메탈
1992,Missing You Now ,"Kenny G,Michael Bolton",1326238,POP
1992,Under the Bridge ,Red Hot Chili Peppers,252124,록/메탈
1992,Baby Got Back ,Sir Mix-A-Lot,620116,랩/힙합
1992,Baby-Baby-Baby (Album Radio Edit) ,TLC,2189912,R&B/Soul
1992,I Love Your Smile ,Shanice,378514,R&B/Soul
1992,This Used To Be My Playground ,Madonna,243756,POP
1992,Jam (Roger's Jeep Radio Mix) ,Michael Jackson,273517,POP
1992,To Love Somebody ,Michael Bolton,273303,POP
1992,Humpin' Around ,Bobby Brown,278677,랩/힙합
1992,,Rod Stewart,3031853,POP
1992,Free Your Mind ,En Vogue,268295,R&B/Soul
1992,If I Ever Fall In Love ,Shai,106849802,R&B/Soul
1992,November Rain ,Guns N' Roses,389323,록/메탈
1992,Keep The Faith ,Bon Jovi,360746,록/메탈
1992,Just Another Day ,Jon Secada,654224,POP
1992,I'd Die Without You (Re-Recorded) ,P.M. Dawn,25893504,R&B/Soul
1992,When I Dream ,Carol Kidd,107041,"재즈, 보컬재즈"
1992,Do You Believe In Us ,Jon Secada,654221,POP
1992,The Last Song ,Elton John,1612046,POP
1992,Real Love ,Mary J. Blige,361741,POP
1992,Would I Lie To You? ,Charles & Eddie,35356649,POP
1992,To Be With You (2010 Remastered Ver.) ,Mr.Big,31127539,록/메탈
1992,,P.M. Dawn,980303,랩/힙합
1992,Stay (Radio Mix) ,Shakespears Sister,31959366,POP
1992,If You Asked Me To ,Celine Dion,1428582,POP
1992,Damn I Wish I Was Your Lover ,Sophie B. Hawkins,668863,록/메탈
1992,Masterpiece ,Atlantic Starr,804748,R&B/Soul
1992,I Can't Dance ,Genesis,662508,록/메탈
1992,Ain't 2 Proud 2 Beg (U.S. 7'' Edit) ,TLC,2189908,R&B/Soul
1992,Hazard ,Richard Marx,625381,POP
1992,Make It Happen ,Mariah Carey,614833,POP
1992,Good Enough ,Bobby Brown,260744,랩/힙합
1992,One ,U2,737816,록/메탈
1992,The Best Things In Life Are Free ,Luther Vandross,378575,R&B/Soul
1993,(I Can't Help) Falling In Love With You ,UB40,254797,POP
1993,A Whole New World (Aladdin's Theme) ,Peabo Bryson,360197,POP
1993,All That She Wants ,Ace Of Base,5627723,POP
1993,What's Up? ,4 Non Blondes,254644,록/메탈
1993,Dreamlover ,Mariah Carey,241202,POP
1993,Heal The World ,Michael Jackson,273038,POP
1993,That's The Way Love Goes ,Janet Jackson,241436,R&B/Soul
1993,In The Still Of The Nite (I’ll Remember) ,Boyz II Men,1658615,R&B/Soul
1993,I Have Nothing ,Whitney Houston,330857,국외영화
1993,The River Of Dreams ,Billy Joel,221644,록/메탈
1993,Have I Told You Lately ,Rod Stewart,804411,록/메탈
1993,Informer ,Snow,254322,랩/힙합
1993,Bed Of Roses ,Bon Jovi,360752,록/메탈
1993,Forever In Love ,Kenny G,272122,"재즈, 애시드/퓨전/팝"
1993,Ordinary World ,Duran Duran,324424,POP
1993,When I Fall In Love ,Celine Dion,1428600,POP
1993,Runaway Train (2022 Remaster) ,Soul Asylum,254621,록/메탈
1993,I'm Every Woman ,Whitney Houston,330859,국외영화
1993,Love Is ,Brian McKnight,368496,R&B/Soul
1993,Again ,Janet Jackson,241453,R&B/Soul
1993,Hero ,Mariah Carey,1426899,POP
1993,Please Forgive Me (Album Version) ,Bryan Adams,31790740,록/메탈
1993,Deeper And Deeper ,Madonna,406646,POP
1993,By The Time This Night Is Over ,Kenny G,272125,"재즈, 애시드/퓨전/팝"
1993,Angel ,Jon Secada,654218,POP
1993,Somebody To Love ,Queen,3087610,록/메탈
1993,I Don't Wanna Fight ,Tina Turner,885862,R&B/Soul
1993,Nuthin' But A G Thang ,Snoop Dogg,410380,랩/힙합
1993,Rain ,Madonna,243762,POP
1993,The Crying Game ,Boy George,260837,POP
1993,Everybody Hurts ,R.E.M.,727923,"POP, 록/메탈"
1993,Creep ,Radiohead,255192,록/메탈
1993,Livin' On The Edge ,Aerosmith,1553540,록/메탈
1993,Man On The Moon ,R.E.M.,727929,"POP, 록/메탈"
1993,Bad Girl (Album Version) ,Madonna,1000898,POP
1993,Don't Walk Away ,Jade,254396,POP
1993,Freak Me ,Silk,33869177,R&B/Soul
1993,I'm So Into You ,SWV,310214,R&B/Soul
1993,I'Ll Never Get Over You Getting Over Me ,Expose,905458,POP
1993,Love Don't Love You ,En Vogue,268305,R&B/Soul
1993,Come Undone ,Duran Duran,324428,POP
1993,Right Here ,SWV,310215,R&B/Soul
1993,Another Sad Love Song ,Toni Braxton,410613,R&B/Soul
1993,Comforter ,Shai,106849792,R&B/Soul
1993,"Fields Of Gold (Live At Villa Il Palagio, Italy/2001) ",Sting,31669331,POP
1993,I'm Free ,Jon Secada,652695,POP
1993,Will You Be There ,Michael Jackson,273042,POP
1993,If ,Janet Jackson,241440,R&B/Soul
1993,Run To You ,Whitney Houston,330863,국외영화
1993,If I Had No Loot ,Tony! Toni! Tone!,372000,R&B/Soul
1994,The Power Of Love ,Celine Dion,1428593,POP
1994,Now And Forever ,Richard Marx,274076,POP
1994,I Swear ,All-4-One,256354,POP
1994,"Can You Feel the Love Tonight (End Title/ From ""The Lion King""/Soundtrack Version) ",Elton John,4175639,"애니메이션/웹툰, 키즈, 만화"
1994,I'll Make Love To You (I Will Love You) ,Boyz II Men,309292,R&B/Soul
1994,On Bended Knee ,Boyz II Men,309293,R&B/Soul
1994,Breathe Again ,Toni Braxton,410616,R&B/Soul
1994,All I Wanna Do ,Sheryl Crow,241825,록/메탈
1994,Stay ,Lisa Loeb,346978,록/메탈
1994,"All For Love (With Bryan Adams, Sting) ",Rod Stewart,280944,록/메탈
1994,I'll Remember ,Madonna,243752,POP
1994,Always ,Bon Jovi,360748,록/메탈
1994,Endless Love ,Luther Vandross,1929312,R&B/Soul
1994,Return To Innocence ,Enigma,255866,뉴에이지
1994,Baby I Love Your Way ,Big Mountain,236891,POP
1994,Secret ,Madonna,302253,POP
1994,Said I Loved You...But I Lied ,Michael Bolton,1628738,POP
1994,When Can I See You ,Babyface,1496808,R&B/Soul
1994,You Mean The World To Me ,Toni Braxton,410638,R&B/Soul
1994,The Sign ,Ace Of Base,5627726,POP
1994,Streets Of Philadelphia ,Bruce Springsteen,397708,국외영화
1994,Because Of Love ,Janet Jackson,241451,R&B/Soul
1994,If You Go ,Jon Secada,4844551,POP
1994,Without You ,Mariah Carey,241208,POP
1994,100% Pure Love ,Crystal Waters,381564,POP
1994,I Can See Clearly Now ,Jimmy Cliff,1330344,"월드뮤직, 레게"
1994,So Much In Love ,All-4-One,256351,POP
1994,Having A Party ,Rod Stewart,273643,록/메탈
1994,"December, 1963 (Oh What A Night!) ",Frankie Valli & The Four Seasons,1603576,POP
1994,Stay ,Eternal,384053,POP
1994,Anytime You Need A Friend ,Mariah Carey,241204,POP
1994,Because The Night ,10000 Maniacs,255848,"POP, 록/메탈"
1994,Turn The Beat Around ,Gloria Estefan,2246446,POP
1994,Linger ,The Cranberries,256425,록/메탈
1994,Lucky One ,Amy Grant,242350,"CCM, 국외CCM"
1994,Rock And Roll Dreams Come Through ,Meat Loaf,308088,록/메탈
1994,"Circle of Life (From ""The Lion King""/Soundtrack Version) ",Elton John,4175637,"애니메이션/웹툰, 키즈, 만화"
1994,Amazing ,Aerosmith,361680,록/메탈
1994,Love Is All Around ,Wet Wet Wet,7905441,POP
1994,Higher Ground ,UB40,254795,POP
1994,Sleeping In My Car (Single Ver.) ,Roxette,5609576,록/메탈
1994,Welcome To Paradise ,Green Day,258399,록/메탈
1994,(Lay Your Head On My) Pillow ,Tony! Toni! Tone!,372006,R&B/Soul
1994,Groove Thing ,Zhane,23726214,일렉트로니카
1994,Can U Get Wit It ,Usher,1108701,R&B/Soul
1994,Girls & Boys ,Blur,881727,록/메탈
1994,Bump N' Grind ,R. Kelly,630446,R&B/Soul
1994,Come To My Window ,Melissa Etheridge,377106,"POP, 록/메탈"
1994,Dreams ,The Cranberries,256420,록/메탈
1994,Leaving Las Vegas ,Sheryl Crow,241818,록/메탈
1995,Take a Bow ,Madonna,302262,POP
1995,One Sweet Day ,Mariah Carey,1529456,R&B/Soul
1995,"Have You Ever Really Loved A Woman? (From ""Don Juan DeMarco"" Soundtrack) ",Bryan Adams,21622905,POP
1995,Love Will Keep Us Alive ,Eagles,359393,록/메탈
1995,Waterfalls ,TLC,436251,R&B/Soul
1995,This Is How We Do It ,Montell Jordan,275907,R&B/Soul
1995,Colors Of The Wind ,Vanessa Williams,538679,POP
1995,You Are Not Alone (Radio Edit) ,Michael Jackson,406312,POP
1995,Dream About You ,Stevie B.,26862043,일렉트로니카
1995,I Could Fall In Love ,Selena,287628,월드뮤직
1995,Gangsta's Paradise (feat. L.V.) ,Coolio,1579931,랩/힙합
1995,"Hold Me, Thrill Me, Kiss Me, Kill Me (From 'Batman Forever') ",U2,354359,록/메탈
1995,Creep ,TLC,436245,R&B/Soul
1995,Sukiyaki ,4 P.M.,5993470,POP
1995,Runaway ,Janet Jackson,106732418,POP
1995,Fantasy ,Mariah Carey,1529454,R&B/Soul
1995,Run Away ,The Real McCoy,932921,POP
1995,You Gotta Be (현대자동차 투싼 CF) ,Des'ree,887098,R&B/Soul
1995,Beautiful Life ,Ace Of Base,261481,POP
1995,Candy Rain (DO NOT USE) ,Soul For Real,32666703,R&B/Soul
1995,The Rhythm Of The Night ,Corona,243457,POP
1995,Baby ,Brandy,705302,R&B/Soul
1995,Red Light Special ,TLC,436250,R&B/Soul
1995,Believe ,Elton John,1612264,POP
1995,I Know ,Dionne Farris,243311,R&B/Soul
1995,Secret Garden ,Bruce Springsteen,1437184,록/메탈
1995,You Don't Know How It Feels ,Tom Petty,275528,록/메탈
1995,The Sweetest Days ,Vanessa Williams,371241,POP
1995,Thank You ,Boyz II Men,309284,R&B/Soul
1995,Ode To My Family ,The Cranberries,1606329,록/메탈
1995,Only Wanna Be With You ,Hootie & The Blowfish,340529,록/메탈
1995,Boombastic ,Shaggy,406860,POP
1995,You Oughta Know (2015 Remastered) ,Alanis Morissette,7906798,POP
1995,Kiss From A Rose ,Seal,275065,R&B/Soul
1995,In The House Of Stone And Light ,Martin Page,33833759,POP
1995,You Remind Me Of Something ,R. Kelly,381413,R&B/Soul
1995,Strong Enough ,Sheryl Crow,241819,록/메탈
1995,Water Runs Dry ,Boyz II Men,309295,R&B/Soul
1995,Scream ,Michael Jackson,303390,POP
1995,I Can Love You Like That ,All-4-One,259763,POP
1995,Come And Get Your Love ,The Real McCoy,932922,POP
1995,Exhale (Shoop Shoop) ,Whitney Houston,387585,"R&B/Soul, 국외영화"
1995,Hand In My Pocket (2015 Remastered) ,Alanis Morissette,7906800,POP
1995,I'll Be There For You (Theme From Friends) (2006 Remastered Single Ver.) ,The Rembrandts,1486783,"POP, 록/메탈"
1995,Back For Good ,Take That,1108930,POP
1995,As I Lay Me Down ,Sophie B. Hawkins,242329,록/메탈
1995,Walk In The Sun ,Bruce Hornsby,612729,POP
1995,Made In England ,Elton John,1612265,POP
1995,Any Man Of Mine ,Shania Twain,769835,컨트리
1995,I Saw You Dancing (Album Version) ,Yaki-Da,7011356,POP
1996,Because You Loved Me ,Celine Dion,990415,POP
1996,Macarena (Bayside Boys Remix) ,Los Del Rio,1331780,POP
1996,I Believe I Can Fly ,R. Kelly,3128353,R&B/Soul
1996,Un-Break My Heart ,Toni Braxton,244362,R&B/Soul
1996,Change the World ,Eric Clapton,35806579,록/메탈
1996,I Love You Always Forever ,Donna Lewis,382169,POP
1996,Always Be My Baby ,Mariah Carey,1529458,R&B/Soul
1996,Don't Speak ,No Doubt,34594886,POP
1996,Give Me One Reason ,Tracy Chapman,243822,포크
1996,It's All Coming Back To Me Now (Single Version) ,Celine Dion,244609,POP
1996,You're Makin' Me High (Radio Edit) ,Toni Braxton,509456,R&B/Soul
1996,Ironic (2015 Remastered) ,Alanis Morissette,7906806,POP
1996,I Can't Sleep Baby (If I) ,R. Kelly,381418,R&B/Soul
1996,Name ,Goo Goo Dolls,810622,록/메탈
1996,Be My Lover ,La Bouche,310123,POP
1996,You Learn (2015 Remastered) ,Alanis Morissette,7906803,POP
1996,Nobody Knows ,The Tony Rich Project,371954,R&B/Soul
1996,Breakfast At Tiffany's ,Deep Blue Something,356291,록/메탈
1996,Twisted ,Keith Sweat,344819,R&B/Soul
1996,Theme From Mission: Impossible ,Adam Clayton,335420,국외영화
1996,Time ,Hootie & The Blowfish,340533,록/메탈
1996,Free As A Bird (Anthology 1 Ver.) ,The Beatles,8127075,록/메탈
1996,Killing Me Softly With His Song ,The Fugees,613215,랩/힙합
1996,Count On Me ,Whitney Houston,387619,"R&B/Soul, 국외영화"
1996,Children ,Robert Miles,21978181,일렉트로니카
1996,Blue ,LeAnn Rimes,236851,POP
1996,Lucky Love (Original Ver.) ,Ace Of Base,261483,POP
1996,Who Do U Love ,Deborah Cox,244118,R&B/Soul
1996,1979 (2012 - Remaster) ,The Smashing Pumpkins,3990793,"POP, 록/메탈"
1996,You Must Love Me ,Madonna,331048,국외영화
1996,Sittin' Up In My Room ,Brandy,387592,"R&B/Soul, 국외영화"
1996,Nobody Knows ,The Tony Rich Project,13286,POP
1996,Don't Wanna Lose You ,Lionel Richie,280214,R&B/Soul
1996,Old Man & Me ,Hootie & The Blowfish,798273,록/메탈
1996,Who Will Save Your Soul ,Jewel,35137497,POP
1996,Too Much ,Dave Matthews Band,36191365,록/메탈
1996,1-2-3-4 (Sumpin' New) ,Coolio,1579932,랩/힙합
1996,Just A Girl ,No Doubt,34594879,POP
1996,Tha Crossroads ,Bone Thugs-N-Harmony,17260562,랩/힙합
1996,Why I Love You So Much ,Monica,243595,R&B/Soul
1996,5 O' Clock ,Nonchalant,34382834,랩/힙합
1996,Down Low (Nobody Has To Know) ,R. Kelly,381417,R&B/Soul
1996,Forever ,Mariah Carey,1529463,R&B/Soul
1996,Sweet Dreams ,La Bouche,310122,POP
1996,Love Don't Live Here Anymore ,Madonna,694913,POP
1996,The Only Thing That Looks Good On Me Is You ,Bryan Adams,1032941,록/메탈
1996,Back to the World ,Tevin Campbell,280634,R&B/Soul
1996,How Do U Want It ,2Pac,1786598,랩/힙합
1996,"No Woman, No Cry ",The Fugees,613265,랩/힙합
1997,I'll Be Missing You (feat. Faith Evans & 112) ,Puff Daddy,392068,랩/힙합
1997,Time To Say Goodbye (Con Te Partiro) (Feat. Sarah Brightman) (tvN 수목드라마 슬기로운 감빵생활 삽입곡) ,Andrea Bocelli,396801,"클래식, 크로스오버"
1997,Wannabe ,Spice Girls,263996,POP
1997,I Want You ,Savage Garden,308640,POP
1997,All By Myself ,Celine Dion,990419,POP
1997,Don't Cry For Me Argentina ,Madonna,331016,국외영화
1997,How Do I Live ,LeAnn Rimes,368656,POP
1997,MMMBop ,Hanson,1120664,록/메탈
1997,Barbie Girl ,Aqua,1318070,POP
1997,Candle In The Wind 1997 ,Elton John,1655106,POP
1997,Lovefool ,The Cardigans,263908,록/메탈
1997,Men In Black ,Will Smith,617785,국외영화
1997,2 Become 1 ,Spice Girls,263998,POP
1997,You Make Me Wanna... ,Usher,370930,R&B/Soul
1997,Tubthumping ,Chumbawamba,266430,POP
1997,Sunny Came Home ,Shawn Colvin,245193,포크
1997,Quit Playing Games (With My Heart) ,Backstreet Boys,266920,POP
1997,Say You'll Be There ,Spice Girls,263997,POP
1997,Don't Leave Me ,Blackstreet,1561676,R&B/Soul
1997,I Believe In You And Me ,Whitney Houston,620605,"R&B/Soul, 국외영화"
1997,Return of the Mack (C&J Extended Mix) ,Mark Morrison,1337132,록/메탈
1997,For You I Will ,Monica,310645,R&B/Soul
1997,In My Bed ,Dru Hill,265794,R&B/Soul
1997,You Were Meant For Me ,Jewel,347375,POP
1997,I Don't Want To ,Toni Braxton,244368,R&B/Soul
1997,Your Woman ,White Town,268179,POP
1997,Don't Let Go (Love) ,En Vogue,265357,R&B/Soul
1997,Show Me Love ,Robyn,245811,POP
1997,Cupid ,One Twelve,264821,R&B/Soul
1997,Hard To Say I'm Sorry ,Az Yet,612563,R&B/Soul
1997,If It Makes You Happy ,Sheryl Crow,976474,록/메탈
1997,,Tim McGraw,3047606,컨트리
1997,Where Have All The Cowboys Gone? (Album Edit Ver.) ,Paula Cole,4692129,록/메탈
1997,Every Time I Close My Eyes ,Babyface,1496751,R&B/Soul
1997,Not Tonight ,Lil' Kim,708046,랩/힙합
1997,Butterfly ,Mariah Carey,893570,R&B/Soul
1997,How Do I Live ,Trisha Yearwood,245535,컨트리
1997,Alone ,Bee Gees,2531499,POP
1997,You Should Be Mine (Don't Waste Your Time) ,Brian McKnight,284766,R&B/Soul
1997,I Belong To You (Every Time I See Your Face) ,Rome,1531719,R&B/Soul
1997,Fly (feat. Super Cat) [Remastered] ,Sugar Ray,31360469,록/메탈
1997,Step By Step ,Whitney Houston,615037,"R&B/Soul, 국외영화"
1997,Discotheque ,U2,264612,"POP, 록/메탈"
1997,One More Time ,The Real McCoy,236437,POP
1997,Fly Like an Eagle ,Seal,877707,POP
1997,"Silver Springs (Live at Warner Brothers Studios in Burbank, CA 5/23/97) ",Fleetwood Mac,265981,록/메탈
1997,Get It Together ,702,1519935,R&B/Soul
1997,To Make You Feel My Love ,Billy Joel,1497008,POP
1997,One In A Million ,Aaliyah,33833940,R&B/Soul
1998,My Heart Will Go On ,Celine Dion,245801,POP
1998,Truly Madly Deeply ,Savage Garden,308641,POP
1998,My All ,Mariah Carey,893571,R&B/Soul
1998,You're Still The One ,Shania Twain,245979,컨트리
1998,I'm Your Angel (Duet With R. Kelly) ,Celine Dion,620809,POP
1998,The Boy Is Mine ,Brandy,311407,R&B/Soul
1998,Just The Two Of Us ,Will Smith,284614,랩/힙합
1998,I Don't Want To Miss A Thing ,Aerosmith,387725,"록/메탈, 국외영화"
1998,From This Moment On ,Shania Twain,322767,컨트리
1998,,Sweetbox,266905,POP
1998,My Way ,Usher,370934,R&B/Soul
1998,Together Again ,Janet Jackson,1090940,R&B/Soul
1998,The First Night ,Monica,310636,R&B/Soul
1998,One Week ,Barenaked Ladies,267996,POP
1998,Frozen ,Madonna,306475,POP
1998,As Long As You Love Me ,Backstreet Boys,403054,POP
1998,Iris ,Goo Goo Dolls,812758,록/메탈
1998,Torn ,Natalie Imbruglia,246055,록/메탈
1998,"Let's Ride (Feat. Silkk The Shocker, Master P) ",Montell Jordan,772684,R&B/Soul
1998,Too Close ,Next,1107004,R&B/Soul
1998,The Way ,Fastball,267116,록/메탈
1998,Nobody's Supposed to Be Here ,Deborah Cox,310518,POP
1998,Doo Wop (That Thing) ,Lauryn Hill,618857,R&B/Soul
1998,This Kiss ,Faith Hill,812266,POP
1998,Because Of You ,98°,290009,POP
1998,Thank You ,Alanis Morissette,310959,록/메탈
1998,Cruel Summer (Album Ver.) ,Ace Of Base,267530,POP
1998,Top of the World (feat. Ma$e) ,Brandy,311410,R&B/Soul
1998,Everybody (Backstreet's Back) ,Backstreet Boys,403053,POP
1998,Anytime ,Brian McKnight,284764,R&B/Soul
1998,Ava Adore ,The Smashing Pumpkins,267392,록/메탈
1998,,Puff Daddy,367436,"랩/힙합, 국외영화"
1998,My Father's Eyes ,Amy Grant,656553,"CCM, 국외CCM"
1998,I Want You Back ,N Sync,265235,POP
1998,I'll Never Break Your Heart ,Backstreet Boys,1331928,POP
1998,I Still Love You ,Next,1107010,R&B/Soul
1998,Stop ,Spice Girls,266285,POP
1998,Sweet Surrender ,Sarah McLachlan,246411,록/메탈
1998,Daydreamin' ,Tatyana Ali,808557,R&B/Soul
1998,Luv 2 Luv U ,Timbaland & Magoo,33958405,랩/힙합
1998,When The Lights Go Out ,Five,267575,POP
1998,Can't Take My Eyes Off Of You ,Lauryn Hill,618189,R&B/Soul
1998,Are You That Somebody ,Aaliyah,33967587,R&B/Soul
1998,Crush ,,237479,POP
1998,"Luv Me, Luv Me ",Shaggy,406863,POP
1998,Time After Time ,Inoj,308899,R&B/Soul
1998,Uninvited ,Alanis Morissette,384998,국외영화
1998,Your Life Is Now (Album Version) ,John Mellencamp,284949,록/메탈
1998,How Deep Is Your Love ,Dru Hill,3375847,R&B/Soul
1999,Believe ,Cher,246592,POP
1999,I Want It That Way ,Backstreet Boys,732440,POP
1999,Smooth (feat. Rob Thomas) ,Santana,269553,록/메탈
1999,Livin' La Vida Loca ,Ricky Martin,288030,POP
1999,...Baby One More Time ,Britney Spears,512114,POP
1999,Mambo No.5 (A Little Bit Of...) ,Lou Bega,285481,POP
1999,Angel ,Sarah McLachlan,246415,록/메탈
1999,Genie In A Bottle ,Christina Aguilera,246758,POP
1999,"Bailamos (From ""Wild Wild West"") ",Enrique Iglesias,331282,POP
1999,Angel Of Mine ,Monica,310638,R&B/Soul
